#    theta_exp/pi              theta_est/pi             error bar                   QFI

5.999999999999999778e-01 5.971761793478496116e-01 1.750958739500041873e-03 1.650994626754742319e-03
6.099999999999999867e-01 6.077787088522089709e-01 1.697602328745603318e-03 1.604624359629450592e-03
6.199999999999999956e-01 6.225063347157817617e-01 1.592702348163273478e-03 1.557387156698825928e-03
6.300000000000000044e-01 6.293683523550398506e-01 1.502900328529856253e-03 1.440677146277372610e-03
6.400000000000000133e-01 6.380436200603833985e-01 1.350124650145913523e-03 1.276712243824917881e-03
6.500000000000000222e-01 6.480158471718484581e-01 1.120140465446267403e-03 1.051114240456388869e-03
6.600000000000000311e-01 6.606459519754761534e-01 8.333821195105739878e-04 8.299667302142063911e-04
6.700000000000000400e-01 6.686190142611837528e-01 6.661926160606341683e-04 6.249728698538310062e-04
6.800000000000001599e-01 6.774503080303643232e-01 5.185769036811525628e-04 4.663900961140449576e-04
6.900000000000000577e-01 6.862976592112280949e-01 4.250495659063183770e-04 3.777920761276273181e-04
6.999999999999999556e-01 6.949020355561262852e-01 3.862657758638054963e-04 3.525409424574352637e-04
7.099999999999999645e-01 7.021666248112088393e-01 4.137417693762458402e-04 4.010030132843511405e-04
7.199999999999999734e-01 7.056738721724338248e-01 4.507762982527436916e-04 5.599281430866741380e-04
7.299999999999999822e-01 7.370763265053165147e-01 1.254849161486669244e-03 8.767656018778069785e-04
7.400000000000001021e-01 7.426816606000539167e-01 1.251408819539567797e-03 1.385537449699401685e-03
7.500000000000000000e-01 7.476471291388658846e-01 1.220898868737931627e-03 1.637823433151350348e-03
7.599999999999998979e-01 7.531318190450858596e-01 1.403344290284762753e-03 1.446703158372080996e-03
7.700000000000000178e-01 7.613637359135022598e-01 1.615591847735956509e-03 1.271919328171773871e-03
7.800000000000000266e-01 7.625912264401460972e-01 1.544647040309222010e-03 1.205117815699180200e-03
7.900000000000000355e-01 7.727412822369356116e-01 2.994457620678712267e-03 1.183648979379140972e-03
8.000000000000000444e-01 7.994148599890967821e-01 1.988612439438114648e-03 1.182047902134094513e-03
