#          T                    L=61, F_max             L=31, F_max              L=61, F_away             L=31, F_away

6.000000000000000000e+00 3.345130551148475545e+01 3.345130551148475545e+01 1.734285700224869663e+01 1.734285700224869663e+01
1.000000000000000000e+01 8.922891428857144547e+01 8.922891428857144547e+01 2.729375725945992670e+01 2.729375725945992670e+01
2.000000000000000000e+01 3.769779413387576597e+02 3.769779413387576597e+02 6.633321636936798882e+01 6.633321636936798882e+01
3.000000000000000000e+01 8.276164720271819988e+02 8.276164720271819988e+02 1.064578375496995335e+02 1.064578375317012728e+02
4.000000000000000000e+01 1.211931962381190033e+03 1.211931962372190810e+03 1.443966907251627845e+02 1.443966872964946901e+02
5.000000000000000000e+01 1.419165847901970210e+03 1.419165846705086096e+03 1.849394574186664499e+02 1.849390229407242714e+02
6.000000000000000000e+01 1.561501127721395733e+03 1.561501106240475110e+03 2.270359574415122381e+02 2.270216335055809509e+02
7.000000000000000000e+01 1.702638030566193265e+03 1.702637848554312086e+03 2.700491967027494979e+02 2.698553099176489241e+02
8.000000000000000000e+01 1.855526319228226157e+03 1.855525393339352831e+03 3.137299116207968837e+02 3.123359214771836037e+02
9.000000000000000000e+01 2.019346787734303234e+03 2.019343683907756031e+03 3.579062801361704373e+02 3.516509628815000497e+02
1.000000000000000000e+02 2.191525007492219174e+03 2.191517823609124662e+03 4.024558914408364672e+02 3.828924780557629788e+02
2.000000000000000000e+02 4.087373828508271799e+03 4.079956916044968239e+03 8.558292603961784835e+02 2.505858541662359187e+02
3.000000000000000000e+02 6.075328070195724649e+03 5.843155370557060451e+03 9.197088639982703171e+02 1.844914403545849098e+02
4.000000000000000000e+02 8.090470689177003806e+03 7.145610783011698913e+03 4.932829648917930854e+02 1.708617550172801600e+02
5.000000000000000000e+02 1.012055024902268269e+04 8.039749776691842271e+03 3.206149638281084435e+02 1.674739191170679362e+02
6.000000000000000000e+02 1.215420664635856519e+04 8.634363182832992607e+03 2.549524295186681684e+02 1.667601025855923638e+02
7.000000000000000000e+02 1.417002867669876832e+04 9.016288348548381691e+03 2.245951268884073500e+02 1.668624133938223792e+02
8.000000000000000000e+02 1.612553590321534466e+04 9.250673127111494978e+03 2.083364039140975024e+02 1.672084626154745308e+02
9.000000000000000000e+02 1.798377934334704332e+04 9.387296792290891972e+03 1.987100509899388214e+02 1.675963531203562127e+02
1.000000000000000000e+03 1.971398219158032589e+04 9.462173775145673062e+03 1.925964376992087637e+02 1.679517295971224087e+02
1.100000000000000000e+03 2.129064360703046259e+04 9.495718394645551598e+03 1.885111362662309205e+02 1.682502123797447666e+02
1.200000000000000000e+03 2.272559822230732971e+04 9.503927822628704234e+03 1.856753711356163592e+02 1.684885702455082992e+02
1.300000000000000000e+03 2.401504422354812050e+04 9.495798329938750612e+03 1.836488053428436444e+02 1.686724847539333609e+02
1.400000000000000000e+03 2.517555899149931065e+04 9.480090404559781746e+03 1.821673715053515252e+02 1.688108203349358973e+02
1.500000000000000000e+03 2.621375553677656353e+04 9.458764427601805437e+03 1.810650436190930748e+02 1.689128409257592125e+02
